YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2013,6,NM,Total Electric Power Industry,Petroleum (Barrels),"7,636"
2013,6,NV,Total Electric Power Industry,Coal (Short Tons),"311,042"
2013,6,NV,Total Electric Power Industry,Geothermal (Billion Btu),"1,958"
2013,6,NV,Total Electric Power Industry,Natural Gas (Mcf),"17,567,020"
2013,6,NV,Total Electric Power Industry,Other Gases (Billion Btu),7
2013,6,NV,Total Electric Power Industry,Petroleum (Barrels),"3,406"
2013,6,NY,Total Electric Power Industry,Coal (Short Tons),"142,366"
2013,6,NY,Total Electric Power Industry,Natural Gas (Mcf),"41,882,517"
2013,6,NY,Total Electric Power Industry,Petroleum (Barrels),"142,599"
2013,6,OH,Total Electric Power Industry,Coal (Short Tons),"3,349,532"
2013,6,OH,Total Electric Power Industry,Natural Gas (Mcf),"13,455,259"
2013,6,OH,Total Electric Power Industry,Other Gases (Billion Btu),995
2013,6,OH,Total Electric Power Industry,Petroleum (Barrels),"265,532"
2013,6,OK,Total Electric Power Industry,Coal (Short Tons),"1,525,665"
2013,6,OK,Total Electric Power Industry,Natural Gas (Mcf),"26,041,336"
2013,6,OK,Total Electric Power Industry,Petroleum (Barrels),"3,462"
2013,6,OR,Total Electric Power Industry,Coal (Short Tons),"206,861"
2013,6,OR,Total Electric Power Industry,Geothermal (Billion Btu),92
2013,6,OR,Total Electric Power Industry,Natural Gas (Mcf),"3,628,845"
2013,6,OR,Total Electric Power Industry,Petroleum (Barrels),"1,265"
2013,6,PA,Total Electric Power Industry,Coal (Short Tons),"3,766,294"
2013,6,PA,Total Electric Power Industry,Natural Gas (Mcf),"28,181,958"
2013,6,PA,Total Electric Power Industry,Other Gases (Billion Btu),845
2013,6,PA,Total Electric Power Industry,Petroleum (Barrels),"55,913"
2013,6,RI,Total Electric Power Industry,Natural Gas (Mcf),"4,552,914"
2013,6,RI,Total Electric Power Industry,Petroleum (Barrels),553
2013,6,SC,Total Electric Power Industry,Coal (Short Tons),"917,504"
2013,6,SC,Total Electric Power Industry,Natural Gas (Mcf),"9,262,442"
2013,6,SC,Total Electric Power Industry,Petroleum (Barrels),"15,531"
2013,6,SD,Total Electric Power Industry,Coal (Short Tons),"150,490"
2013,6,SD,Total Electric Power Industry,Natural Gas (Mcf),"14,774"
2013,6,SD,Total Electric Power Industry,Petroleum (Barrels),503
2013,6,TN,Total Electric Power Industry,Coal (Short Tons),"1,649,824"
2013,6,TN,Total Electric Power Industry,Natural Gas (Mcf),"3,155,907"
2013,6,TN,Total Electric Power Industry,Other Gases (Billion Btu),5
2013,6,TN,Total Electric Power Industry,Petroleum (Barrels),"23,193"
2013,6,TX,Total Electric Power Industry,Coal (Short Tons),"9,820,064"
2013,6,TX,Total Electric Power Industry,Natural Gas (Mcf),"147,960,284"
2013,6,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,445"
2013,6,TX,Total Electric Power Industry,Petroleum (Barrels),"231,630"
2013,6,US-Total,Total Electric Power Industry,Coal (Short Tons),"75,053,691"
2013,6,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,196"
2013,6,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"771,867,940"
2013,6,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"9,579"
2013,6,US-Total,Total Electric Power Industry,Petroleum (Barrels),"4,080,472"
2013,6,UT,Total Electric Power Industry,Coal (Short Tons),"1,336,601"
2013,6,UT,Total Electric Power Industry,Geothermal (Billion Btu),249
2013,6,UT,Total Electric Power Industry,Natural Gas (Mcf),"3,941,324"
2013,6,UT,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,6,UT,Total Electric Power Industry,Petroleum (Barrels),"3,564"
2013,6,VA,Total Electric Power Industry,Coal (Short Tons),"950,589"
2013,6,VA,Total Electric Power Industry,Natural Gas (Mcf),"12,405,085"
2013,6,VA,Total Electric Power Industry,Petroleum (Barrels),"65,803"
2013,6,VT,Total Electric Power Industry,Natural Gas (Mcf),"4,125"
2013,6,VT,Total Electric Power Industry,Petroleum (Barrels),618
2013,6,WA,Total Electric Power Industry,Coal (Short Tons),"74,616"
2013,6,WA,Total Electric Power Industry,Natural Gas (Mcf),"4,287,469"
2013,6,WA,Total Electric Power Industry,Other Gases (Billion Btu),224
2013,6,WA,Total Electric Power Industry,Petroleum (Barrels),"5,925"
2013,6,WI,Total Electric Power Industry,Coal (Short Tons),"2,066,335"
2013,6,WI,Total Electric Power Industry,Natural Gas (Mcf),"4,693,142"
2013,6,WI,Total Electric Power Industry,Petroleum (Barrels),"58,023"
2013,6,WV,Total Electric Power Industry,Coal (Short Tons),"2,576,269"
2013,6,WV,Total Electric Power Industry,Natural Gas (Mcf),"223,965"
2013,6,WV,Total Electric Power Industry,Other Gases (Billion Btu),14
2013,6,WV,Total Electric Power Industry,Petroleum (Barrels),"29,273"
2013,6,WY,Total Electric Power Industry,Coal (Short Tons),"2,372,470"
2013,6,WY,Total Electric Power Industry,Natural Gas (Mcf),"210,802"
2013,6,WY,Total Electric Power Industry,Other Gases (Billion Btu),120
2013,6,WY,Total Electric Power Industry,Petroleum (Barrels),"6,748"
2013,7,AK,Total Electric Power Industry,Coal (Short Tons),"57,254"
2013,7,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,778,206"
2013,7,AK,Total Electric Power Industry,Petroleum (Barrels),"90,745"
2013,7,AL,Total Electric Power Industry,Coal (Short Tons),"2,230,291"
2013,7,AL,Total Electric Power Industry,Natural Gas (Mcf),"31,025,831"
2013,7,AL,Total Electric Power Industry,Other Gases (Billion Btu),738
2013,7,AL,Total Electric Power Industry,Petroleum (Barrels),"10,706"
2013,7,AR,Total Electric Power Industry,Coal (Short Tons),"1,905,304"
2013,7,AR,Total Electric Power Industry,Natural Gas (Mcf),"9,981,728"
2013,7,AR,Total Electric Power Industry,Petroleum (Barrels),"6,720"
2013,7,AZ,Total Electric Power Industry,Coal (Short Tons),"2,106,256"
2013,7,AZ,Total Electric Power Industry,Natural Gas (Mcf),"35,326,190"
2013,7,AZ,Total Electric Power Industry,Petroleum (Barrels),"5,791"
2013,7,CA,Total Electric Power Industry,Coal (Short Tons),"47,520"
2013,7,CA,Total Electric Power Industry,Geothermal (Billion Btu),"10,236"
2013,7,CA,Total Electric Power Industry,Natural Gas (Mcf),"86,114,582"
2013,7,CA,Total Electric Power Industry,Other Gases (Billion Btu),763
2013,7,CA,Total Electric Power Industry,Petroleum (Barrels),"15,039"
2013,7,CO,Total Electric Power Industry,Coal (Short Tons),"1,705,817"
2013,7,CO,Total Electric Power Industry,Natural Gas (Mcf),"10,162,129"
2013,7,CO,Total Electric Power Industry,Petroleum (Barrels),"2,702"
2013,7,CT,Total Electric Power Industry,Coal (Short Tons),"55,524"
2013,7,CT,Total Electric Power Industry,Natural Gas (Mcf),"12,197,596"
2013,7,CT,Total Electric Power Industry,Petroleum (Barrels),"72,841"
2013,7,DC,Total Electric Power Industry,Natural Gas (Mcf),"87,766"
2013,7,DC,Total Electric Power Industry,Petroleum (Barrels),0
2013,7,DE,Total Electric Power Industry,Coal (Short Tons),"95,829"
2013,7,DE,Total Electric Power Industry,Natural Gas (Mcf),"6,211,582"
2013,7,DE,Total Electric Power Industry,Other Gases (Billion Btu),166
2013,7,DE,Total Electric Power Industry,Petroleum (Barrels),"11,390"
2013,7,FL,Total Electric Power Industry,Coal (Short Tons),"2,103,146"
2013,7,FL,Total Electric Power Industry,Natural Gas (Mcf),"97,710,012"
2013,7,FL,Total Electric Power Industry,Other Gases (Billion Btu),3
2013,7,FL,Total Electric Power Industry,Petroleum (Barrels),"619,436"
2013,7,GA,Total Electric Power Industry,Coal (Short Tons),"2,248,852"
2013,7,GA,Total Electric Power Industry,Natural Gas (Mcf),"25,071,481"
2013,7,GA,Total Electric Power Industry,Petroleum (Barrels),"23,869"
2013,7,HI,Total Electric Power Industry,Coal (Short Tons),"63,942"
2013,7,HI,Total Electric Power Industry,Geothermal (Billion Btu),242
2013,7,HI,Total Electric Power Industry,Other Gases (Billion Btu),21
2013,7,HI,Total Electric Power Industry,Petroleum (Barrels),"912,738"
2013,7,IA,Total Electric Power Industry,Coal (Short Tons),"2,118,873"
2013,7,IA,Total Electric Power Industry,Natural Gas (Mcf),"2,272,851"
2013,7,IA,Total Electric Power Industry,Petroleum (Barrels),"13,699"
2013,7,ID,Total Electric Power Industry,Coal (Short Tons),18
2013,7,ID,Total Electric Power Industry,Geothermal (Billion Btu),29
2013,7,ID,Total Electric Power Industry,Natural Gas (Mcf),"2,893,104"
2013,7,ID,Total Electric Power Industry,Petroleum (Barrels),6
2013,7,IL,Total Electric Power Industry,Coal (Short Tons),"4,718,091"
2013,7,IL,Total Electric Power Industry,Natural Gas (Mcf),"10,978,703"
2013,7,IL,Total Electric Power Industry,Other Gases (Billion Btu),298
2013,7,IL,Total Electric Power Industry,Petroleum (Barrels),"13,828"
2013,7,IN,Total Electric Power Industry,Coal (Short Tons),"4,633,943"
2013,7,IN,Total Electric Power Industry,Natural Gas (Mcf),"8,897,311"
2013,7,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,928"
2013,7,IN,Total Electric Power Industry,Petroleum (Barrels),"206,719"
2013,7,KS,Total Electric Power Industry,Coal (Short Tons),"1,918,397"
2013,7,KS,Total Electric Power Industry,Natural Gas (Mcf),"3,155,432"
2013,7,KS,Total Electric Power Industry,Petroleum (Barrels),"5,154"
2013,7,KY,Total Electric Power Industry,Coal (Short Tons),"3,404,872"
2013,7,KY,Total Electric Power Industry,Natural Gas (Mcf),"3,002,131"
2013,7,KY,Total Electric Power Industry,Petroleum (Barrels),"255,809"
2013,7,LA,Total Electric Power Industry,Coal (Short Tons),"1,288,969"
2013,7,LA,Total Electric Power Industry,Natural Gas (Mcf),"46,896,733"
2013,7,LA,Total Electric Power Industry,Other Gases (Billion Btu),"1,657"
2013,7,LA,Total Electric Power Industry,Petroleum (Barrels),"762,986"
2013,7,MA,Total Electric Power Industry,Coal (Short Tons),"248,983"
2013,7,MA,Total Electric Power Industry,Natural Gas (Mcf),"23,477,481"
2013,7,MA,Total Electric Power Industry,Petroleum (Barrels),"82,726"
2013,7,MD,Total Electric Power Industry,Coal (Short Tons),"815,933"
2013,7,MD,Total Electric Power Industry,Natural Gas (Mcf),"5,700,817"
2013,7,MD,Total Electric Power Industry,Petroleum (Barrels),"73,189"
2013,7,ME,Total Electric Power Industry,Coal (Short Tons),648
2013,7,ME,Total Electric Power Industry,Natural Gas (Mcf),"3,562,161"
2013,7,ME,Total Electric Power Industry,Petroleum (Barrels),"47,352"
2013,7,MI,Total Electric Power Industry,Coal (Short Tons),"3,028,332"
2013,7,MI,Total Electric Power Industry,Natural Gas (Mcf),"13,172,642"
2013,7,MI,Total Electric Power Industry,Other Gases (Billion Btu),504
2013,7,MI,Total Electric Power Industry,Petroleum (Barrels),"46,247"
2013,7,MN,Total Electric Power Industry,Coal (Short Tons),"1,311,616"
2013,7,MN,Total Electric Power Industry,Natural Gas (Mcf),"6,153,387"
2013,7,MN,Total Electric Power Industry,Petroleum (Barrels),"5,843"
2013,7,MO,Total Electric Power Industry,Coal (Short Tons),"4,310,561"
2013,7,MO,Total Electric Power Industry,Natural Gas (Mcf),"4,577,198"
2013,7,MO,Total Electric Power Industry,Petroleum (Barrels),"10,351"
2013,7,MS,Total Electric Power Industry,Coal (Short Tons),"683,907"
2013,7,MS,Total Electric Power Industry,Natural Gas (Mcf),"26,494,797"
2013,7,MS,Total Electric Power Industry,Petroleum (Barrels),"1,314"
2013,7,MT,Total Electric Power Industry,Coal (Short Tons),"717,345"
2013,7,MT,Total Electric Power Industry,Natural Gas (Mcf),"1,198,912"
2013,7,MT,Total Electric Power Industry,Other Gases (Billion Btu),0
2013,7,MT,Total Electric Power Industry,Petroleum (Barrels),"73,413"
2013,7,NC,Total Electric Power Industry,Coal (Short Tons),"2,027,374"
2013,7,NC,Total Electric Power Industry,Natural Gas (Mcf),"19,727,725"
2013,7,NC,Total Electric Power Industry,Petroleum (Barrels),"38,906"
2013,7,ND,Total Electric Power Industry,Coal (Short Tons),"2,119,751"
2013,7,ND,Total Electric Power Industry,Natural Gas (Mcf),"10,254"
2013,7,ND,Total Electric Power Industry,Other Gases (Billion Btu),15
2013,7,ND,Total Electric Power Industry,Petroleum (Barrels),"6,722"
2013,7,NE,Total Electric Power Industry,Coal (Short Tons),"1,539,174"
2013,7,NE,Total Electric Power Industry,Natural Gas (Mcf),"1,108,451"
2013,7,NE,Total Electric Power Industry,Petroleum (Barrels),"1,517"
2013,7,NH,Total Electric Power Industry,Coal (Short Tons),"70,084"
2013,7,NH,Total Electric Power Industry,Natural Gas (Mcf),"4,185,448"
2013,7,NH,Total Electric Power Industry,Petroleum (Barrels),"24,472"
2013,7,NJ,Total Electric Power Industry,Coal (Short Tons),"107,785"
2013,7,NJ,Total Electric Power Industry,Natural Gas (Mcf),"28,777,655"
2013,7,NJ,Total Electric Power Industry,Other Gases (Billion Btu),210
2013,7,NJ,Total Electric Power Industry,Petroleum (Barrels),"38,597"
2013,7,NM,Total Electric Power Industry,Coal (Short Tons),"1,296,845"
2013,7,NM,Total Electric Power Industry,Natural Gas (Mcf),"7,832,015"
2013,7,NM,Total Electric Power Industry,Petroleum (Barrels),"4,838"
2013,7,NV,Total Electric Power Industry,Coal (Short Tons),"345,355"
2013,7,NV,Total Electric Power Industry,Geothermal (Billion Btu),"1,889"
2013,7,NV,Total Electric Power Industry,Natural Gas (Mcf),"21,364,918"
2013,7,NV,Total Electric Power Industry,Other Gases (Billion Btu),6
2013,7,NV,Total Electric Power Industry,Petroleum (Barrels),"2,625"
2013,7,NY,Total Electric Power Industry,Coal (Short Tons),"275,357"
2013,7,NY,Total Electric Power Industry,Natural Gas (Mcf),"62,500,227"
2013,7,NY,Total Electric Power Industry,Petroleum (Barrels),"481,581"
2013,7,OH,Total Electric Power Industry,Coal (Short Tons),"3,586,756"
2013,7,OH,Total Electric Power Industry,Natural Gas (Mcf),"17,787,117"
2013,7,OH,Total Electric Power Industry,Other Gases (Billion Btu),962
2013,7,OH,Total Electric Power Industry,Petroleum (Barrels),"288,540"
2013,7,OK,Total Electric Power Industry,Coal (Short Tons),"1,906,034"
2013,7,OK,Total Electric Power Industry,Natural Gas (Mcf),"29,437,754"
2013,7,OK,Total Electric Power Industry,Petroleum (Barrels),414
2013,7,OR,Total Electric Power Industry,Coal (Short Tons),"4,662"
2013,7,OR,Total Electric Power Industry,Geothermal (Billion Btu),104
2013,7,OR,Total Electric Power Industry,Natural Gas (Mcf),"8,539,750"
2013,7,OR,Total Electric Power Industry,Petroleum (Barrels),"1,380"
2013,7,PA,Total Electric Power Industry,Coal (Short Tons),"4,329,443"
2013,7,PA,Total Electric Power Industry,Natural Gas (Mcf),"37,592,925"
2013,7,PA,Total Electric Power Industry,Other Gases (Billion Btu),874
2013,7,PA,Total Electric Power Industry,Petroleum (Barrels),"129,353"
2013,7,RI,Total Electric Power Industry,Natural Gas (Mcf),"6,037,033"
2013,7,RI,Total Electric Power Industry,Petroleum (Barrels),"2,585"
2013,7,SC,Total Electric Power Industry,Coal (Short Tons),"921,805"
2013,7,SC,Total Electric Power Industry,Natural Gas (Mcf),"11,426,557"
2013,7,SC,Total Electric Power Industry,Petroleum (Barrels),"42,413"
2013,7,SD,Total Electric Power Industry,Coal (Short Tons),"155,531"
2013,7,SD,Total Electric Power Industry,Natural Gas (Mcf),"786,982"
2013,7,SD,Total Electric Power Industry,Petroleum (Barrels),836
2013,7,TN,Total Electric Power Industry,Coal (Short Tons),"1,564,926"
2013,7,TN,Total Electric Power Industry,Natural Gas (Mcf),"4,103,137"
2013,7,TN,Total Electric Power Industry,Other Gases (Billion Btu),7
2013,7,TN,Total Electric Power Industry,Petroleum (Barrels),"15,150"
2013,7,TX,Total Electric Power Industry,Coal (Short Tons),"10,500,641"
2013,7,TX,Total Electric Power Industry,Natural Gas (Mcf),"163,747,473"
2013,7,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,791"
2013,7,TX,Total Electric Power Industry,Petroleum (Barrels),"239,689"
2013,7,US-Total,Total Electric Power Industry,Coal (Short Tons),"83,213,021"
2013,7,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,755"
2013,7,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"949,141,002"
2013,7,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"10,331"
2013,7,US-Total,Total Electric Power Industry,Petroleum (Barrels),"4,914,576"
2013,7,UT,Total Electric Power Industry,Coal (Short Tons),"1,406,071"
2013,7,UT,Total Electric Power Industry,Geothermal (Billion Btu),255
2013,7,UT,Total Electric Power Industry,Natural Gas (Mcf),"5,840,799"
2013,7,UT,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,7,UT,Total Electric Power Industry,Petroleum (Barrels),"1,386"
2013,7,VA,Total Electric Power Industry,Coal (Short Tons),"1,090,843"
2013,7,VA,Total Electric Power Industry,Natural Gas (Mcf),"21,597,420"
2013,7,VA,Total Electric Power Industry,Petroleum (Barrels),"110,479"
2013,7,VT,Total Electric Power Industry,Natural Gas (Mcf),"3,046"
2013,7,VT,Total Electric Power Industry,Petroleum (Barrels),"2,923"
2013,7,WA,Total Electric Power Industry,Coal (Short Tons),"474,500"
2013,7,WA,Total Electric Power Industry,Natural Gas (Mcf),"9,290,315"
2013,7,WA,Total Electric Power Industry,Other Gases (Billion Btu),248
2013,7,WA,Total Electric Power Industry,Petroleum (Barrels),"6,365"
2013,7,WI,Total Electric Power Industry,Coal (Short Tons),"2,450,752"
2013,7,WI,Total Electric Power Industry,Natural Gas (Mcf),"7,217,416"
2013,7,WI,Total Electric Power Industry,Petroleum (Barrels),"59,907"
2013,7,WV,Total Electric Power Industry,Coal (Short Tons),"2,662,958"
2013,7,WV,Total Electric Power Industry,Natural Gas (Mcf),"845,871"
2013,7,WV,Total Electric Power Industry,Other Gases (Billion Btu),16
2013,7,WV,Total Electric Power Industry,Petroleum (Barrels),"37,959"
2013,7,WY,Total Electric Power Industry,Coal (Short Tons),"2,556,151"
2013,7,WY,Total Electric Power Industry,Natural Gas (Mcf),"279,951"
2013,7,WY,Total Electric Power Industry,Other Gases (Billion Btu),124
2013,7,WY,Total Electric Power Industry,Petroleum (Barrels),"5,326"
2013,8,AK,Total Electric Power Industry,Coal (Short Tons),"58,086"
2013,8,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,652,464"
2013,8,AK,Total Electric Power Industry,Petroleum (Barrels),"88,989"
2013,8,AL,Total Electric Power Industry,Coal (Short Tons),"2,427,102"
2013,8,AL,Total Electric Power Industry,Natural Gas (Mcf),"33,704,055"
2013,8,AL,Total Electric Power Industry,Other Gases (Billion Btu),696
2013,8,AL,Total Electric Power Industry,Petroleum (Barrels),"10,057"
