YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2013,4,NC,Total Electric Power Industry,Coal (Short Tons),"1,135,522"
2013,4,NC,Total Electric Power Industry,Natural Gas (Mcf),"14,407,108"
2013,4,NC,Total Electric Power Industry,Petroleum (Barrels),"23,701"
2013,4,ND,Total Electric Power Industry,Coal (Short Tons),"1,592,914"
2013,4,ND,Total Electric Power Industry,Natural Gas (Mcf),"5,190"
2013,4,ND,Total Electric Power Industry,Other Gases (Billion Btu),24
2013,4,ND,Total Electric Power Industry,Petroleum (Barrels),"4,481"
2013,4,NE,Total Electric Power Industry,Coal (Short Tons),"1,015,127"
2013,4,NE,Total Electric Power Industry,Natural Gas (Mcf),"120,368"
2013,4,NE,Total Electric Power Industry,Petroleum (Barrels),"36,002"
2013,4,NH,Total Electric Power Industry,Coal (Short Tons),"5,903"
2013,4,NH,Total Electric Power Industry,Natural Gas (Mcf),"126,479"
2013,4,NH,Total Electric Power Industry,Petroleum (Barrels),"2,506"
2013,4,NJ,Total Electric Power Industry,Coal (Short Tons),"39,661"
2013,4,NJ,Total Electric Power Industry,Natural Gas (Mcf),"16,135,053"
2013,4,NJ,Total Electric Power Industry,Other Gases (Billion Btu),224
2013,4,NJ,Total Electric Power Industry,Petroleum (Barrels),"5,481"
2013,4,NM,Total Electric Power Industry,Coal (Short Tons),"940,507"
2013,4,NM,Total Electric Power Industry,Natural Gas (Mcf),"6,023,950"
2013,4,NM,Total Electric Power Industry,Petroleum (Barrels),"7,116"
2013,4,NV,Total Electric Power Industry,Coal (Short Tons),"212,183"
2013,4,NV,Total Electric Power Industry,Geothermal (Billion Btu),"2,147"
2013,4,NV,Total Electric Power Industry,Natural Gas (Mcf),"10,149,839"
2013,4,NV,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,4,NV,Total Electric Power Industry,Petroleum (Barrels),"1,658"
2013,4,NY,Total Electric Power Industry,Coal (Short Tons),"123,400"
2013,4,NY,Total Electric Power Industry,Natural Gas (Mcf),"29,570,405"
2013,4,NY,Total Electric Power Industry,Petroleum (Barrels),"25,723"
2013,4,OH,Total Electric Power Industry,Coal (Short Tons),"3,191,824"
2013,4,OH,Total Electric Power Industry,Natural Gas (Mcf),"9,651,366"
2013,4,OH,Total Electric Power Industry,Other Gases (Billion Btu),988
2013,4,OH,Total Electric Power Industry,Petroleum (Barrels),"245,931"
2013,4,OK,Total Electric Power Industry,Coal (Short Tons),"1,256,413"
2013,4,OK,Total Electric Power Industry,Natural Gas (Mcf),"16,501,794"
2013,4,OK,Total Electric Power Industry,Petroleum (Barrels),"3,679"
2013,4,OR,Total Electric Power Industry,Coal (Short Tons),"112,732"
2013,4,OR,Total Electric Power Industry,Geothermal (Billion Btu),115
2013,4,OR,Total Electric Power Industry,Natural Gas (Mcf),"4,948,316"
2013,4,OR,Total Electric Power Industry,Petroleum (Barrels),"1,347"
2013,4,PA,Total Electric Power Industry,Coal (Short Tons),"3,108,969"
2013,4,PA,Total Electric Power Industry,Natural Gas (Mcf),"25,294,217"
2013,4,PA,Total Electric Power Industry,Other Gases (Billion Btu),870
2013,4,PA,Total Electric Power Industry,Petroleum (Barrels),"73,590"
2013,4,RI,Total Electric Power Industry,Natural Gas (Mcf),"4,051,408"
2013,4,RI,Total Electric Power Industry,Petroleum (Barrels),516
2013,4,SC,Total Electric Power Industry,Coal (Short Tons),"666,121"
2013,4,SC,Total Electric Power Industry,Natural Gas (Mcf),"6,990,427"
2013,4,SC,Total Electric Power Industry,Petroleum (Barrels),"16,710"
2013,4,SD,Total Electric Power Industry,Coal (Short Tons),"140,016"
2013,4,SD,Total Electric Power Industry,Natural Gas (Mcf),"141,937"
2013,4,SD,Total Electric Power Industry,Petroleum (Barrels),"1,029"
2013,4,TN,Total Electric Power Industry,Coal (Short Tons),"1,817,943"
2013,4,TN,Total Electric Power Industry,Natural Gas (Mcf),"747,941"
2013,4,TN,Total Electric Power Industry,Other Gases (Billion Btu),6
2013,4,TN,Total Electric Power Industry,Petroleum (Barrels),"12,261"
2013,4,TX,Total Electric Power Industry,Coal (Short Tons),"6,829,676"
2013,4,TX,Total Electric Power Industry,Natural Gas (Mcf),"107,213,382"
2013,4,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,497"
2013,4,TX,Total Electric Power Industry,Petroleum (Barrels),"224,546"
2013,4,US-Total,Total Electric Power Industry,Coal (Short Tons),"60,806,731"
2013,4,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,157"
2013,4,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"595,667,391"
2013,4,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"9,257"
2013,4,US-Total,Total Electric Power Industry,Petroleum (Barrels),"3,396,829"
2013,4,UT,Total Electric Power Industry,Coal (Short Tons),"997,570"
2013,4,UT,Total Electric Power Industry,Geothermal (Billion Btu),201
2013,4,UT,Total Electric Power Industry,Natural Gas (Mcf),"4,129,309"
2013,4,UT,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,4,UT,Total Electric Power Industry,Petroleum (Barrels),"5,858"
2013,4,VA,Total Electric Power Industry,Coal (Short Tons),"451,317"
2013,4,VA,Total Electric Power Industry,Natural Gas (Mcf),"13,498,330"
2013,4,VA,Total Electric Power Industry,Petroleum (Barrels),"15,538"
2013,4,VT,Total Electric Power Industry,Natural Gas (Mcf),"1,373"
2013,4,VT,Total Electric Power Industry,Petroleum (Barrels),571
2013,4,WA,Total Electric Power Industry,Coal (Short Tons),"15,296"
2013,4,WA,Total Electric Power Industry,Natural Gas (Mcf),"2,026,419"
2013,4,WA,Total Electric Power Industry,Other Gases (Billion Btu),178
2013,4,WA,Total Electric Power Industry,Petroleum (Barrels),"2,354"
2013,4,WI,Total Electric Power Industry,Coal (Short Tons),"1,822,534"
2013,4,WI,Total Electric Power Industry,Natural Gas (Mcf),"5,361,543"
2013,4,WI,Total Electric Power Industry,Petroleum (Barrels),"25,811"
2013,4,WV,Total Electric Power Industry,Coal (Short Tons),"1,851,622"
2013,4,WV,Total Electric Power Industry,Natural Gas (Mcf),"178,389"
2013,4,WV,Total Electric Power Industry,Other Gases (Billion Btu),11
2013,4,WV,Total Electric Power Industry,Petroleum (Barrels),"16,084"
2013,4,WY,Total Electric Power Industry,Coal (Short Tons),"1,942,062"
2013,4,WY,Total Electric Power Industry,Natural Gas (Mcf),"335,802"
2013,4,WY,Total Electric Power Industry,Other Gases (Billion Btu),151
2013,4,WY,Total Electric Power Industry,Petroleum (Barrels),"5,101"
2013,5,AK,Total Electric Power Industry,Coal (Short Tons),"44,836"
2013,5,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,796,097"
2013,5,AK,Total Electric Power Industry,Petroleum (Barrels),"130,277"
2013,5,AL,Total Electric Power Industry,Coal (Short Tons),"2,089,762"
2013,5,AL,Total Electric Power Industry,Natural Gas (Mcf),"22,116,390"
2013,5,AL,Total Electric Power Industry,Other Gases (Billion Btu),664
2013,5,AL,Total Electric Power Industry,Petroleum (Barrels),"11,330"
2013,5,AR,Total Electric Power Industry,Coal (Short Tons),"1,427,140"
2013,5,AR,Total Electric Power Industry,Natural Gas (Mcf),"5,278,119"
2013,5,AR,Total Electric Power Industry,Petroleum (Barrels),"13,053"
2013,5,AZ,Total Electric Power Industry,Coal (Short Tons),"2,054,424"
2013,5,AZ,Total Electric Power Industry,Natural Gas (Mcf),"11,658,772"
2013,5,AZ,Total Electric Power Industry,Petroleum (Barrels),"4,803"
2013,5,CA,Total Electric Power Industry,Coal (Short Tons),"18,738"
2013,5,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,930"
2013,5,CA,Total Electric Power Industry,Natural Gas (Mcf),"58,001,153"
2013,5,CA,Total Electric Power Industry,Other Gases (Billion Btu),735
2013,5,CA,Total Electric Power Industry,Petroleum (Barrels),"20,773"
2013,5,CO,Total Electric Power Industry,Coal (Short Tons),"1,521,347"
2013,5,CO,Total Electric Power Industry,Natural Gas (Mcf),"6,154,262"
2013,5,CO,Total Electric Power Industry,Petroleum (Barrels),407
2013,5,CT,Total Electric Power Industry,Coal (Short Tons),0
2013,5,CT,Total Electric Power Industry,Natural Gas (Mcf),"10,127,452"
2013,5,CT,Total Electric Power Industry,Petroleum (Barrels),"3,352"
2013,5,DC,Total Electric Power Industry,Natural Gas (Mcf),"72,939"
2013,5,DC,Total Electric Power Industry,Petroleum (Barrels),0
2013,5,DE,Total Electric Power Industry,Coal (Short Tons),"51,882"
2013,5,DE,Total Electric Power Industry,Natural Gas (Mcf),"4,570,887"
2013,5,DE,Total Electric Power Industry,Other Gases (Billion Btu),53
2013,5,DE,Total Electric Power Industry,Petroleum (Barrels),"2,379"
2013,5,FL,Total Electric Power Industry,Coal (Short Tons),"1,833,498"
2013,5,FL,Total Electric Power Industry,Natural Gas (Mcf),"87,332,089"
2013,5,FL,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,5,FL,Total Electric Power Industry,Petroleum (Barrels),"630,707"
2013,5,GA,Total Electric Power Industry,Coal (Short Tons),"1,597,461"
2013,5,GA,Total Electric Power Industry,Natural Gas (Mcf),"21,392,596"
2013,5,GA,Total Electric Power Industry,Petroleum (Barrels),"35,171"
2013,5,HI,Total Electric Power Industry,Coal (Short Tons),"65,336"
2013,5,HI,Total Electric Power Industry,Geothermal (Billion Btu),246
2013,5,HI,Total Electric Power Industry,Other Gases (Billion Btu),17
2013,5,HI,Total Electric Power Industry,Petroleum (Barrels),"887,478"
2013,5,IA,Total Electric Power Industry,Coal (Short Tons),"1,528,123"
2013,5,IA,Total Electric Power Industry,Natural Gas (Mcf),"870,376"
2013,5,IA,Total Electric Power Industry,Petroleum (Barrels),"22,309"
2013,5,ID,Total Electric Power Industry,Coal (Short Tons),"1,721"
2013,5,ID,Total Electric Power Industry,Geothermal (Billion Btu),28
2013,5,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,120,285"
2013,5,ID,Total Electric Power Industry,Petroleum (Barrels),10
2013,5,IL,Total Electric Power Industry,Coal (Short Tons),"3,495,585"
2013,5,IL,Total Electric Power Industry,Natural Gas (Mcf),"4,303,189"
2013,5,IL,Total Electric Power Industry,Other Gases (Billion Btu),240
2013,5,IL,Total Electric Power Industry,Petroleum (Barrels),"21,030"
2013,5,IN,Total Electric Power Industry,Coal (Short Tons),"3,498,912"
2013,5,IN,Total Electric Power Industry,Natural Gas (Mcf),"6,198,488"
2013,5,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,383"
2013,5,IN,Total Electric Power Industry,Petroleum (Barrels),"227,903"
2013,5,KS,Total Electric Power Industry,Coal (Short Tons),"1,417,832"
2013,5,KS,Total Electric Power Industry,Natural Gas (Mcf),"2,328,459"
2013,5,KS,Total Electric Power Industry,Petroleum (Barrels),"19,843"
2013,5,KY,Total Electric Power Industry,Coal (Short Tons),"2,904,231"
2013,5,KY,Total Electric Power Industry,Natural Gas (Mcf),"1,856,424"
2013,5,KY,Total Electric Power Industry,Petroleum (Barrels),"249,759"
2013,5,LA,Total Electric Power Industry,Coal (Short Tons),"1,112,880"
2013,5,LA,Total Electric Power Industry,Natural Gas (Mcf),"34,899,931"
2013,5,LA,Total Electric Power Industry,Other Gases (Billion Btu),"1,992"
2013,5,LA,Total Electric Power Industry,Petroleum (Barrels),"883,012"
2013,5,MA,Total Electric Power Industry,Coal (Short Tons),"24,099"
2013,5,MA,Total Electric Power Industry,Natural Gas (Mcf),"15,924,126"
2013,5,MA,Total Electric Power Industry,Petroleum (Barrels),"8,143"
2013,5,MD,Total Electric Power Industry,Coal (Short Tons),"393,879"
2013,5,MD,Total Electric Power Industry,Natural Gas (Mcf),"3,706,421"
2013,5,MD,Total Electric Power Industry,Petroleum (Barrels),"50,611"
2013,5,ME,Total Electric Power Industry,Coal (Short Tons),648
2013,5,ME,Total Electric Power Industry,Natural Gas (Mcf),"2,631,613"
2013,5,ME,Total Electric Power Industry,Petroleum (Barrels),"12,822"
2013,5,MI,Total Electric Power Industry,Coal (Short Tons),"2,337,937"
2013,5,MI,Total Electric Power Industry,Natural Gas (Mcf),"11,909,918"
2013,5,MI,Total Electric Power Industry,Other Gases (Billion Btu),737
2013,5,MI,Total Electric Power Industry,Petroleum (Barrels),"59,609"
2013,5,MN,Total Electric Power Industry,Coal (Short Tons),"902,955"
2013,5,MN,Total Electric Power Industry,Natural Gas (Mcf),"3,655,419"
2013,5,MN,Total Electric Power Industry,Petroleum (Barrels),"7,039"
2013,5,MO,Total Electric Power Industry,Coal (Short Tons),"3,455,166"
2013,5,MO,Total Electric Power Industry,Natural Gas (Mcf),"3,414,022"
2013,5,MO,Total Electric Power Industry,Petroleum (Barrels),"16,109"
2013,5,MS,Total Electric Power Industry,Coal (Short Tons),"192,452"
2013,5,MS,Total Electric Power Industry,Natural Gas (Mcf),"18,789,549"
2013,5,MS,Total Electric Power Industry,Petroleum (Barrels),"2,429"
2013,5,MT,Total Electric Power Industry,Coal (Short Tons),"622,343"
2013,5,MT,Total Electric Power Industry,Natural Gas (Mcf),"196,162"
2013,5,MT,Total Electric Power Industry,Other Gases (Billion Btu),0
2013,5,MT,Total Electric Power Industry,Petroleum (Barrels),"71,385"
2013,5,NC,Total Electric Power Industry,Coal (Short Tons),"1,282,285"
2013,5,NC,Total Electric Power Industry,Natural Gas (Mcf),"15,790,456"
2013,5,NC,Total Electric Power Industry,Petroleum (Barrels),"32,774"
2013,5,ND,Total Electric Power Industry,Coal (Short Tons),"1,615,492"
2013,5,ND,Total Electric Power Industry,Natural Gas (Mcf),"5,978"
2013,5,ND,Total Electric Power Industry,Other Gases (Billion Btu),12
2013,5,ND,Total Electric Power Industry,Petroleum (Barrels),"5,997"
2013,5,NE,Total Electric Power Industry,Coal (Short Tons),"1,077,347"
2013,5,NE,Total Electric Power Industry,Natural Gas (Mcf),"251,227"
2013,5,NE,Total Electric Power Industry,Petroleum (Barrels),"10,100"
2013,5,NH,Total Electric Power Industry,Coal (Short Tons),"7,194"
2013,5,NH,Total Electric Power Industry,Natural Gas (Mcf),"1,294,651"
2013,5,NH,Total Electric Power Industry,Petroleum (Barrels),"3,184"
2013,5,NJ,Total Electric Power Industry,Coal (Short Tons),"60,006"
2013,5,NJ,Total Electric Power Industry,Natural Gas (Mcf),"16,750,635"
2013,5,NJ,Total Electric Power Industry,Other Gases (Billion Btu),223
2013,5,NJ,Total Electric Power Industry,Petroleum (Barrels),"4,855"
2013,5,NM,Total Electric Power Industry,Coal (Short Tons),"1,132,319"
2013,5,NM,Total Electric Power Industry,Natural Gas (Mcf),"6,112,339"
2013,5,NM,Total Electric Power Industry,Petroleum (Barrels),"9,420"
2013,5,NV,Total Electric Power Industry,Coal (Short Tons),"201,621"
2013,5,NV,Total Electric Power Industry,Geothermal (Billion Btu),"2,113"
2013,5,NV,Total Electric Power Industry,Natural Gas (Mcf),"13,310,008"
2013,5,NV,Total Electric Power Industry,Other Gases (Billion Btu),6
2013,5,NV,Total Electric Power Industry,Petroleum (Barrels),"3,678"
2013,5,NY,Total Electric Power Industry,Coal (Short Tons),"180,211"
2013,5,NY,Total Electric Power Industry,Natural Gas (Mcf),"35,390,859"
2013,5,NY,Total Electric Power Industry,Petroleum (Barrels),"83,794"
2013,5,OH,Total Electric Power Industry,Coal (Short Tons),"3,296,502"
2013,5,OH,Total Electric Power Industry,Natural Gas (Mcf),"13,902,736"
2013,5,OH,Total Electric Power Industry,Other Gases (Billion Btu),"1,004"
2013,5,OH,Total Electric Power Industry,Petroleum (Barrels),"162,801"
2013,5,OK,Total Electric Power Industry,Coal (Short Tons),"1,487,963"
2013,5,OK,Total Electric Power Industry,Natural Gas (Mcf),"19,825,624"
2013,5,OK,Total Electric Power Industry,Petroleum (Barrels),"1,987"
2013,5,OR,Total Electric Power Industry,Coal (Short Tons),"58,816"
2013,5,OR,Total Electric Power Industry,Geothermal (Billion Btu),101
2013,5,OR,Total Electric Power Industry,Natural Gas (Mcf),"2,916,803"
2013,5,OR,Total Electric Power Industry,Petroleum (Barrels),"2,243"
2013,5,PA,Total Electric Power Industry,Coal (Short Tons),"3,606,317"
2013,5,PA,Total Electric Power Industry,Natural Gas (Mcf),"27,208,661"
2013,5,PA,Total Electric Power Industry,Other Gases (Billion Btu),932
2013,5,PA,Total Electric Power Industry,Petroleum (Barrels),"66,886"
2013,5,RI,Total Electric Power Industry,Natural Gas (Mcf),"5,327,057"
2013,5,RI,Total Electric Power Industry,Petroleum (Barrels),532
2013,5,SC,Total Electric Power Industry,Coal (Short Tons),"756,872"
2013,5,SC,Total Electric Power Industry,Natural Gas (Mcf),"6,733,463"
2013,5,SC,Total Electric Power Industry,Petroleum (Barrels),"20,234"
2013,5,SD,Total Electric Power Industry,Coal (Short Tons),"82,345"
2013,5,SD,Total Electric Power Industry,Natural Gas (Mcf),"11,595"
2013,5,SD,Total Electric Power Industry,Petroleum (Barrels),"1,635"
2013,5,TN,Total Electric Power Industry,Coal (Short Tons),"1,416,354"
2013,5,TN,Total Electric Power Industry,Natural Gas (Mcf),"1,491,731"
2013,5,TN,Total Electric Power Industry,Other Gases (Billion Btu),5
2013,5,TN,Total Electric Power Industry,Petroleum (Barrels),"14,961"
2013,5,TX,Total Electric Power Industry,Coal (Short Tons),"8,252,186"
2013,5,TX,Total Electric Power Industry,Natural Gas (Mcf),"117,196,523"
2013,5,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,370"
2013,5,TX,Total Electric Power Industry,Petroleum (Barrels),"223,679"
2013,5,US-Total,Total Electric Power Industry,Coal (Short Tons),"64,688,255"
2013,5,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,477"
2013,5,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"646,296,217"
2013,5,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"9,708"
2013,5,US-Total,Total Electric Power Industry,Petroleum (Barrels),"4,136,082"
2013,5,UT,Total Electric Power Industry,Coal (Short Tons),"1,343,532"
2013,5,UT,Total Electric Power Industry,Geothermal (Billion Btu),59
2013,5,UT,Total Electric Power Industry,Natural Gas (Mcf),"2,961,558"
2013,5,UT,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,5,UT,Total Electric Power Industry,Petroleum (Barrels),"5,905"
2013,5,VA,Total Electric Power Industry,Coal (Short Tons),"616,225"
2013,5,VA,Total Electric Power Industry,Natural Gas (Mcf),"12,650,944"
2013,5,VA,Total Electric Power Industry,Petroleum (Barrels),"27,766"
2013,5,VT,Total Electric Power Industry,Natural Gas (Mcf),"3,830"
2013,5,VT,Total Electric Power Industry,Petroleum (Barrels),380
2013,5,WA,Total Electric Power Industry,Coal (Short Tons),0
2013,5,WA,Total Electric Power Industry,Natural Gas (Mcf),"1,878,868"
2013,5,WA,Total Electric Power Industry,Other Gases (Billion Btu),186
2013,5,WA,Total Electric Power Industry,Petroleum (Barrels),"5,104"
2013,5,WI,Total Electric Power Industry,Coal (Short Tons),"1,704,158"
2013,5,WI,Total Electric Power Industry,Natural Gas (Mcf),"3,345,021"
2013,5,WI,Total Electric Power Industry,Petroleum (Barrels),"25,551"
2013,5,WV,Total Electric Power Industry,Coal (Short Tons),"1,900,363"
2013,5,WV,Total Electric Power Industry,Natural Gas (Mcf),"351,915"
2013,5,WV,Total Electric Power Industry,Other Gases (Billion Btu),12
2013,5,WV,Total Electric Power Industry,Petroleum (Barrels),"22,688"
2013,5,WY,Total Electric Power Industry,Coal (Short Tons),"2,016,960"
2013,5,WY,Total Electric Power Industry,Natural Gas (Mcf),"278,597"
2013,5,WY,Total Electric Power Industry,Other Gases (Billion Btu),135
2013,5,WY,Total Electric Power Industry,Petroleum (Barrels),"8,184"
2013,6,AK,Total Electric Power Industry,Coal (Short Tons),"57,170"
2013,6,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,653,943"
2013,6,AK,Total Electric Power Industry,Petroleum (Barrels),"94,117"
2013,6,AL,Total Electric Power Industry,Coal (Short Tons),"2,156,643"
2013,6,AL,Total Electric Power Industry,Natural Gas (Mcf),"29,664,262"
2013,6,AL,Total Electric Power Industry,Other Gases (Billion Btu),593
2013,6,AL,Total Electric Power Industry,Petroleum (Barrels),"12,381"
2013,6,AR,Total Electric Power Industry,Coal (Short Tons),"1,683,199"
2013,6,AR,Total Electric Power Industry,Natural Gas (Mcf),"9,824,241"
2013,6,AR,Total Electric Power Industry,Petroleum (Barrels),"7,035"
2013,6,AZ,Total Electric Power Industry,Coal (Short Tons),"2,021,238"
2013,6,AZ,Total Electric Power Industry,Natural Gas (Mcf),"25,921,375"
2013,6,AZ,Total Electric Power Industry,Petroleum (Barrels),"4,710"
2013,6,CA,Total Electric Power Industry,Coal (Short Tons),"47,617"
2013,6,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,634"
2013,6,CA,Total Electric Power Industry,Natural Gas (Mcf),"67,821,539"
2013,6,CA,Total Electric Power Industry,Other Gases (Billion Btu),733
2013,6,CA,Total Electric Power Industry,Petroleum (Barrels),"18,097"
2013,6,CO,Total Electric Power Industry,Coal (Short Tons),"1,509,741"
2013,6,CO,Total Electric Power Industry,Natural Gas (Mcf),"8,743,623"
2013,6,CO,Total Electric Power Industry,Petroleum (Barrels),"2,367"
2013,6,CT,Total Electric Power Industry,Coal (Short Tons),"15,254"
2013,6,CT,Total Electric Power Industry,Natural Gas (Mcf),"9,147,946"
2013,6,CT,Total Electric Power Industry,Petroleum (Barrels),"11,825"
2013,6,DC,Total Electric Power Industry,Natural Gas (Mcf),"81,571"
2013,6,DC,Total Electric Power Industry,Petroleum (Barrels),0
2013,6,DE,Total Electric Power Industry,Coal (Short Tons),"77,852"
2013,6,DE,Total Electric Power Industry,Natural Gas (Mcf),"4,858,365"
2013,6,DE,Total Electric Power Industry,Other Gases (Billion Btu),49
2013,6,DE,Total Electric Power Industry,Petroleum (Barrels),"1,330"
2013,6,FL,Total Electric Power Industry,Coal (Short Tons),"2,002,193"
2013,6,FL,Total Electric Power Industry,Natural Gas (Mcf),"97,607,125"
2013,6,FL,Total Electric Power Industry,Other Gases (Billion Btu),1
2013,6,FL,Total Electric Power Industry,Petroleum (Barrels),"635,379"
2013,6,GA,Total Electric Power Industry,Coal (Short Tons),"2,227,432"
2013,6,GA,Total Electric Power Industry,Natural Gas (Mcf),"26,277,713"
2013,6,GA,Total Electric Power Industry,Petroleum (Barrels),"26,549"
2013,6,HI,Total Electric Power Industry,Coal (Short Tons),"62,983"
2013,6,HI,Total Electric Power Industry,Geothermal (Billion Btu),233
2013,6,HI,Total Electric Power Industry,Other Gases (Billion Btu),17
2013,6,HI,Total Electric Power Industry,Petroleum (Barrels),"835,016"
2013,6,IA,Total Electric Power Industry,Coal (Short Tons),"1,842,031"
2013,6,IA,Total Electric Power Industry,Natural Gas (Mcf),"798,905"
2013,6,IA,Total Electric Power Industry,Petroleum (Barrels),"22,817"
2013,6,ID,Total Electric Power Industry,Coal (Short Tons),989
2013,6,ID,Total Electric Power Industry,Geothermal (Billion Btu),30
2013,6,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,629,541"
2013,6,ID,Total Electric Power Industry,Petroleum (Barrels),10
2013,6,IL,Total Electric Power Industry,Coal (Short Tons),"4,284,730"
2013,6,IL,Total Electric Power Industry,Natural Gas (Mcf),"3,608,290"
2013,6,IL,Total Electric Power Industry,Other Gases (Billion Btu),244
2013,6,IL,Total Electric Power Industry,Petroleum (Barrels),"13,065"
2013,6,IN,Total Electric Power Industry,Coal (Short Tons),"3,873,770"
2013,6,IN,Total Electric Power Industry,Natural Gas (Mcf),"5,496,218"
2013,6,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,561"
2013,6,IN,Total Electric Power Industry,Petroleum (Barrels),"143,473"
2013,6,KS,Total Electric Power Industry,Coal (Short Tons),"1,543,136"
2013,6,KS,Total Electric Power Industry,Natural Gas (Mcf),"3,239,309"
2013,6,KS,Total Electric Power Industry,Petroleum (Barrels),"12,793"
2013,6,KY,Total Electric Power Industry,Coal (Short Tons),"3,275,874"
2013,6,KY,Total Electric Power Industry,Natural Gas (Mcf),"1,008,900"
2013,6,KY,Total Electric Power Industry,Petroleum (Barrels),"246,200"
2013,6,LA,Total Electric Power Industry,Coal (Short Tons),"1,322,146"
2013,6,LA,Total Electric Power Industry,Natural Gas (Mcf),"42,820,639"
2013,6,LA,Total Electric Power Industry,Other Gases (Billion Btu),"1,812"
2013,6,LA,Total Electric Power Industry,Petroleum (Barrels),"847,563"
2013,6,MA,Total Electric Power Industry,Coal (Short Tons),"83,834"
2013,6,MA,Total Electric Power Industry,Natural Gas (Mcf),"14,199,022"
2013,6,MA,Total Electric Power Industry,Petroleum (Barrels),"23,212"
2013,6,MD,Total Electric Power Industry,Coal (Short Tons),"697,522"
2013,6,MD,Total Electric Power Industry,Natural Gas (Mcf),"2,768,735"
2013,6,MD,Total Electric Power Industry,Petroleum (Barrels),"21,673"
2013,6,ME,Total Electric Power Industry,Coal (Short Tons),868
2013,6,ME,Total Electric Power Industry,Natural Gas (Mcf),"3,073,946"
2013,6,ME,Total Electric Power Industry,Petroleum (Barrels),"12,941"
2013,6,MI,Total Electric Power Industry,Coal (Short Tons),"2,710,691"
2013,6,MI,Total Electric Power Industry,Natural Gas (Mcf),"8,389,554"
2013,6,MI,Total Electric Power Industry,Other Gases (Billion Btu),689
2013,6,MI,Total Electric Power Industry,Petroleum (Barrels),"61,898"
2013,6,MN,Total Electric Power Industry,Coal (Short Tons),"1,020,720"
2013,6,MN,Total Electric Power Industry,Natural Gas (Mcf),"2,998,022"
2013,6,MN,Total Electric Power Industry,Petroleum (Barrels),"4,826"
2013,6,MO,Total Electric Power Industry,Coal (Short Tons),"3,811,850"
2013,6,MO,Total Electric Power Industry,Natural Gas (Mcf),"3,555,845"
2013,6,MO,Total Electric Power Industry,Petroleum (Barrels),"10,765"
2013,6,MS,Total Electric Power Industry,Coal (Short Tons),"618,281"
2013,6,MS,Total Electric Power Industry,Natural Gas (Mcf),"26,469,767"
2013,6,MS,Total Electric Power Industry,Petroleum (Barrels),"2,705"
2013,6,MT,Total Electric Power Industry,Coal (Short Tons),"579,652"
2013,6,MT,Total Electric Power Industry,Natural Gas (Mcf),"682,764"
2013,6,MT,Total Electric Power Industry,Other Gases (Billion Btu),0
2013,6,MT,Total Electric Power Industry,Petroleum (Barrels),"47,501"
2013,6,NC,Total Electric Power Industry,Coal (Short Tons),"1,906,826"
2013,6,NC,Total Electric Power Industry,Natural Gas (Mcf),"17,328,200"
2013,6,NC,Total Electric Power Industry,Petroleum (Barrels),"20,354"
2013,6,ND,Total Electric Power Industry,Coal (Short Tons),"1,729,066"
2013,6,ND,Total Electric Power Industry,Natural Gas (Mcf),"6,072"
2013,6,ND,Total Electric Power Industry,Other Gases (Billion Btu),19
2013,6,ND,Total Electric Power Industry,Petroleum (Barrels),"6,034"
2013,6,NE,Total Electric Power Industry,Coal (Short Tons),"1,324,199"
2013,6,NE,Total Electric Power Industry,Natural Gas (Mcf),"422,518"
2013,6,NE,Total Electric Power Industry,Petroleum (Barrels),"1,810"
2013,6,NH,Total Electric Power Industry,Coal (Short Tons),"27,246"
2013,6,NH,Total Electric Power Industry,Natural Gas (Mcf),"2,967,171"
2013,6,NH,Total Electric Power Industry,Petroleum (Barrels),"4,839"
2013,6,NJ,Total Electric Power Industry,Coal (Short Tons),"70,523"
2013,6,NJ,Total Electric Power Industry,Natural Gas (Mcf),"19,357,974"
2013,6,NJ,Total Electric Power Industry,Other Gases (Billion Btu),205
2013,6,NJ,Total Electric Power Industry,Petroleum (Barrels),"6,009"
2013,6,NM,Total Electric Power Industry,Coal (Short Tons),"1,251,893"
2013,6,NM,Total Electric Power Industry,Natural Gas (Mcf),"6,975,677"
