State,Date,Avg Value,Avg Rank,Avg Mean,Avg Anomaly,Min Value,Min Rank,Min Mean,Min Anomaly,Max Value,Max Rank,Max Mean (1901-2000),Max Anomaly (1901-2000)
Maine,200804,41.5,111,38.3,3.2,30,94,28.2,1.8,53.1,115,48.4,4.7
Maryland,200804,55.6,110,52.1,3.5,44.9,119,40.9,4,66.4,100,63.4,3
Massachusetts,200804,47.9,109,44.7,3.2,35.6,91,34,1.6,60.2,113,55.4,4.8
Michigan,200804,45.7,105,41.9,3.8,34.1,108,30.9,3.2,57.3,107,52.8,4.5
Minnesota,200804,39.6,38,41.3,-1.7,29,41,30,-1,50.2,33,52.7,-2.5
Mississippi,200804,63,54,63.6,-0.6,50.9,53,51.5,-0.6,75.2,52,75.6,-0.4
Missouri,200804,52.2,22,54.5,-2.3,41.3,32,42.9,-1.6,63.1,21,66.2,-3.1
Montana,200804,37.6,21,40.7,-3.1,24.1,4,28.7,-4.6,51.1,46,52.7,-1.6
Nebraska,200804,44.6,21,47.7,-3.1,31.6,20,34.5,-2.9,57.7,27,60.9,-3.2
Nevada,200804,45.2,41,46.6,-1.4,30.5,13,33.1,-2.6,60,65,60.1,-0.1
New Hampshire,200804,44,109,40.7,3.3,30.8,81,29.5,1.3,57.2,117,51.9,5.3
New Jersey,200804,53,113,49.3,3.7,41.7,118,38.3,3.4,64.3,107,60.4,3.9
New Mexico,200804,51.6,55,51.4,0.2,33.8,21,35.6,-1.8,69.4,91,67.2,2.2
New York,200804,48.4,121,42.8,5.6,35.5,114,32.2,3.3,61.3,121,53.4,7.9
North Carolina,200804,58.7,79,57.8,0.9,47.7,102,45.4,2.3,69.8,46,70.3,-0.5
North Dakota,200804,40,44,41.2,-1.2,26.1,18,29.3,-3.2,53.8,70,53.1,0.7
Ohio,200804,52.9,105,49.2,3.7,41,106,37.8,3.2,64.8,107,60.6,4.2
Oklahoma,200804,57.8,32,59.4,-1.6,44.5,26,47,-2.5,71.1,47,71.8,-0.7
Oregon,200804,40.3,11,43.9,-3.6,28.4,2,32.5,-4.1,52.2,24,55.3,-3.1
Pennsylvania,200804,51.2,117,46.8,4.4,38.6,114,35.4,3.2,63.8,119,58.3,5.5
Rhode Island,200804,49.3,113,45.7,3.6,38.4,106,35.8,2.6,60.3,115,55.6,4.7
South Carolina,200804,61.7,54,61.9,-0.2,49.6,69,49.2,0.4,73.8,44,74.6,-0.8
South Dakota,200804,42.1,26,44.7,-2.6,28.6,14,31.9,-3.3,55.7,43,57.5,-1.8
Tennessee,200804,57.2,52,57.6,-0.4,45.4,65,45.2,0.2,69.1,48,70,-0.9
Texas,200804,65.3,81,64.8,0.5,50.9,47,51.8,-0.9,79.6,95,77.8,1.8
Utah,200804,43.1,26,45.5,-2.4,28.7,4,32.7,-4,57.4,46,58.3,-0.9
Vermont,200804,44.8,113,39.9,4.9,31.8,107,29,2.8,57.7,118,50.7,7
Virginia,200804,55.9,92,54,1.9,44.8,116,41.7,3.1,67,73,66.2,0.8
Washington,200804,40.8,3,45.1,-4.3,30.3,2,34.2,-3.9,51.3,9,55.9,-4.6
West Virginia,200804,54.4,109,50.9,3.5,42.1,118,38.4,3.7,66.7,95,63.4,3.3
Wisconsin,200804,42.9,66,42.6,0.3,32.6,82,31.3,1.3,53.2,54,53.9,-0.7
Wyoming,200804,35.7,17,38.8,-3.1,21.7,2,26.5,-4.8,49.7,46,51.1,-1.4
Alabama,200803,55.2,64,55.1,0.1,41.2,41,42.9,-1.7,69.1,81,67.2,1.9
Arizona,200803,51.8,92,49.5,2.3,36.5,70,35.8,0.7,67,100,63.1,3.9
Arkansas,200803,51.9,70,51.3,0.6,40.1,69,39.9,0.2,63.7,75,62.6,1.1
California,200803,50.3,83,48.8,1.5,37.5,59,37.6,-0.1,63.1,98,60,3.1
Colorado,200803,33.9,64,33.7,0.2,20.1,55,20.5,-0.4,47.8,67,46.8,1
Connecticut,200803,36.5,78,35.4,1.1,26.7,78,25.7,1,46.3,77,45.2,1.1
Delaware,200803,45.7,98,42.7,3,34.9,96,32.7,2.2,56.4,97,52.8,3.6
Florida,200803,64.7,64,64,0.7,52.8,61,52.5,0.3,76.5,67,75.5,1
Georgia,200803,55.4,63,55.4,0,41.6,36,43.2,-1.6,69.2,80,67.5,1.7
Idaho,200803,30.3,29,32.6,-2.3,19.9,22,22.4,-2.5,40.6,32,42.8,-2.2
Illinois,200803,39,51,39.8,-0.8,29.5,56,30,-0.5,48.4,49,49.6,-1.2
Indiana,200803,38.6,54,39.5,-0.9,29.7,66,29.5,0.2,47.5,43,49.6,-2.1
Iowa,200803,32.6,44,34.6,-2,23.3,49,24.5,-1.2,41.9,42,44.8,-2.9
Kansas,200803,43.2,66,42.4,0.8,29.9,57,29.6,0.3,56.6,70,55.1,1.5
Kentucky,200803,45.2,60,45.4,-0.2,34.3,68,34.2,0.1,56.1,55,56.5,-0.4
Louisiana,200803,60,70,59,1,48.1,66,48,0.1,71.9,87,70,1.9
Maine,200803,23.1,30,25.9,-2.8,12.2,27,15.7,-3.5,34,36,36.2,-2.2
Maryland,200803,44.8,89,42.5,2.3,33.8,86,32.2,1.6,55.7,92,52.7,3
Massachusetts,200803,34.6,69,34.2,0.4,25.2,72,24.6,0.6,44,69,43.8,0.2
Michigan,200803,27,43,29,-2,17.2,42,19.3,-2.1,36.8,45,38.7,-1.9
Minnesota,200803,23.5,45,25.3,-1.8,13.4,44,15.1,-1.7,33.7,50,35.6,-1.9
Mississippi,200803,56.3,69,55.6,0.7,43.2,60,43.8,-0.6,69.4,87,67.4,2
Missouri,200803,43.2,52,43.6,-0.4,31.6,50,32.3,-0.7,54.7,56,54.8,-0.1
Montana,200803,31.2,75,29.4,1.8,19.5,68,18.6,0.9,42.9,84,40.2,2.7
Nebraska,200803,37.4,76,35.8,1.6,24.4,62,23.5,0.9,50.3,75,48.1,2.2
Nevada,200803,40.2,68,39.5,0.7,27.2,52,27.5,-0.3,53.2,77,51.5,1.7
New Hampshire,200803,27.3,47,28.8,-1.5,16.8,49,18.4,-1.6,37.8,50,39.3,-1.5
New Jersey,200803,41.7,92,39.3,2.4,31.4,94,29.4,2,52.1,89,49.1,3
New Mexico,200803,44.9,78,43.5,1.4,28,49,28.4,-0.4,61.8,96,58.5,3.3
New York,200803,29.3,51,30.6,-1.3,19.6,48,21,-1.4,39,56,40.2,-1.2
North Carolina,200803,51,83,49.3,1.7,38.1,70,37.5,0.6,63.8,92,61.1,2.7
North Dakota,200803,26.5,81,24.8,1.7,15,63,14.7,0.3,38,86,34.9,3.1
Ohio,200803,36.8,49,38.5,-1.7,28.4,54,28.6,-0.2,45.2,38,48.4,-3.2
Oklahoma,200803,50.8,76,49.3,1.5,37.5,67,36.9,0.6,64.1,82,61.8,2.3
Oregon,200803,36.5,31,38.3,-1.8,26.4,23,28.7,-2.3,46.6,45,47.9,-1.3
Pennsylvania,200803,35.6,62,35.8,-0.2,25.8,58,25.9,-0.1,45.3,60,45.8,-0.5
Rhode Island,200803,37.9,90,36.1,1.8,28.8,86,27.2,1.6,47,90,45,2
South Carolina,200803,54.7,73,53.9,0.8,41.5,60,41.8,-0.3,67.9,86,65.9,2
South Dakota,200803,32.2,76,30.8,1.4,20.4,70,19.6,0.8,44.1,78,42,2.1
Tennessee,200803,48.8,70,48.4,0.4,37.1,68,36.9,0.2,60.5,70,59.9,0.6
Texas,200803,58.4,85,56.3,2.1,44.2,71,43.3,0.9,72.6,93,69.4,3.2
Utah,200803,37.2,58,37.3,-0.1,24.6,35,25.9,-1.3,49.7,70,48.7,1
Vermont,200803,25.8,48,27.2,-1.4,15.2,47,16.8,-1.6,36.3,50,37.6,-1.3
Virginia,200803,46.8,86,44.7,2.1,34.4,76,33.3,1.1,59.2,92,56.2,3
Washington,200803,37,33,38.6,-1.6,28.4,36,29.5,-1.1,45.7,33,47.6,-1.9
West Virginia,200803,42.1,67,41.1,1,30.8,71,30,0.8,53.3,68,52.2,1.1
Wisconsin,200803,25.4,37,28.3,-2.9,14.6,34,18.3,-3.7,36.1,46,38.3,-2.2
Wyoming,200803,28.4,49,29.1,-0.7,16.8,43,17.6,-0.8,40,51,40.6,-0.6
Alabama,200802,49.2,79,48,1.2,36.1,62,36.4,-0.3,62.2,92,59.6,2.6
Arizona,200802,45,65,44.7,0.3,32.1,60,31.8,0.3,58,69,57.6,0.4
Arkansas,200802,43.6,68,43.1,0.5,32.9,68,32.4,0.5,54.3,68,53.9,0.4
California,200802,45.8,65,45.3,0.5,34.7,53,35.1,-0.4,56.9,75,55.6,1.3
Colorado,200802,27.6,62,27.4,0.2,15,69,14.3,0.7,40.2,60,40.6,-0.4
Connecticut,200802,29.8,98,26.3,3.5,21,97,16.9,4.1,38.6,91,35.7,2.9
Delaware,200802,39.1,107,34.4,4.7,28.4,96,25.1,3.3,49.8,112,43.6,6.2
Florida,200802,63,104,59.4,3.6,50.9,98,47.9,3,75.1,108,70.9,4.2
Georgia,200802,50.8,87,48.6,2.2,37.1,69,36.8,0.3,64.5,103,60.4,4.1
Idaho,200802,27.6,76,26.4,1.2,18.5,75,17.3,1.2,36.7,74,35.6,1.1
Illinois,200802,26,34,29.2,-3.2,18.4,43,20.3,-1.9,33.7,27,38.1,-4.4
Indiana,200802,28.2,48,29.4,-1.2,20.5,57,20.3,0.2,36,42,38.5,-2.5
Iowa,200802,17,23,22.7,-5.7,8.2,32,13,-4.8,25.8,14,32.5,-6.7
Kansas,200802,32.3,54,33.6,-1.3,20.7,59,21.2,-0.5,43.8,50,46,-2.2
Kentucky,200802,37.5,70,36.5,1,28.5,81,26.2,2.3,46.5,58,46.8,-0.3
Louisiana,200802,55.2,93,52.4,2.8,43,80,41.8,1.2,67.3,107,63,4.3
Maine,200802,18.5,94,14.9,3.6,8.6,98,3.8,4.8,28.5,89,26.1,2.4
Maryland,200802,37.2,95,33.8,3.4,27.2,92,24.4,2.8,47.2,99,43.2,4
Massachusetts,200802,28.6,102,25,3.6,19.9,102,15.4,4.5,37.2,88,34.7,2.5
Michigan,200802,18.2,50,19.1,-0.9,9.1,50,10,-0.9,27.3,46,28.3,-1
Minnesota,200802,9.4,43,12.1,-2.7,-1.4,49,1.2,-2.6,20.3,41,22.9,-2.6
Mississippi,200802,50.1,81,48.3,1.8,37.9,74,37.1,0.8,62.3,92,59.6,2.7
Missouri,200802,31,35,33.8,-2.8,22.2,48,23.2,-1,39.9,26,44.3,-4.4
Montana,200802,24.2,80,21.3,2.9,13.4,77,10.9,2.5,35.1,82,31.8,3.3
Nebraska,200802,26.2,58,26.7,-0.5,14.6,61,14.8,-0.2,37.9,61,38.6,-0.7
Nevada,200802,34.6,56,34.1,0.5,23.4,66,23,0.4,45.9,65,45.3,0.6
New Hampshire,200802,22.2,97,18.5,3.7,12.6,103,7.3,5.3,31.8,90,29.6,2.2
New Jersey,200802,35.2,106,30.6,4.6,25.6,99,21.4,4.2,44.8,103,39.8,5
New Mexico,200802,39.6,87,37.8,1.8,24.4,74,23.5,0.9,54.8,94,52,2.8
New York,200802,23.5,81,20.7,2.8,14.8,84,11.1,3.7,32.2,80,30.4,1.8
North Carolina,200802,46.2,109,41.9,4.3,34.1,100,30.8,3.3,58.3,112,53.1,5.2
North Dakota,200802,10.3,56,11.9,-1.6,-1.2,49,1.8,-3,21.8,69,22,-0.2
Ohio,200802,28.4,51,29,-0.6,20.1,53,20,0.1,36.6,48,38,-1.4
Oklahoma,200802,41.2,67,41.2,0,28.4,53,29,-0.6,54,69,53.5,0.5
Oregon,200802,35.8,87,34.1,1.7,26.6,72,26,0.6,44.9,98,42.2,2.7
Pennsylvania,200802,27.7,76,26.5,1.2,19,75,17.3,1.7,36.4,70,35.8,0.6
Rhode Island,200802,31.8,102,27.8,4,23.1,100,19,4.1,40.4,100,36.6,3.8
South Carolina,200802,50.7,102,46.8,3.9,37.6,88,35.1,2.5,63.8,114,58.5,5.3
South Dakota,200802,19.1,62,19.9,-0.8,7.2,55,8.8,-1.6,30.9,68,30.9,0
Tennessee,200802,42.2,79,40.1,2.1,31.8,83,29.5,2.3,52.6,81,50.7,1.9
Texas,200802,53.2,107,49.4,3.8,38,81,36.7,1.3,68.4,114,62.2,6.2
Utah,200802,30.5,55,30.3,0.2,19.8,60,19.5,0.3,41.2,55,41.2,0
Vermont,200802,20.5,93,16.5,4,11.1,101,5.4,5.7,29.9,87,27.6,2.3
Virginia,200802,40.3,98,36.7,3.6,29.6,103,26.1,3.5,51,100,47.2,3.8
Washington,200802,35.4,89,33.1,2.3,27.9,82,25.8,2.1,42.8,96,40.3,2.5
West Virginia,200802,34.6,82,32.7,1.9,25.2,86,22.4,2.8,43.9,70,42.9,1
Wisconsin,200802,13.2,33,16.4,-3.2,2.8,35,6.1,-3.3,23.7,32,26.7,-3
Wyoming,200802,23.4,73,22.3,1.1,12.6,76,11,1.6,34.3,69,33.5,0.8
Alabama,200801,43,37,45.1,-2.1,32.1,43,34.2,-2.1,53.9,44,56,-2.1
Arizona,200801,39.8,39,40.7,-0.9,28.1,52,28.3,-0.2,51.4,34,53,-1.6
Arkansas,200801,39,54,39.3,-0.3,28.6,46,29.1,-0.5,49.3,59,49.4,-0.1
California,200801,41.1,30,42.3,-1.2,32.6,52,32.7,-0.1,49.7,23,51.9,-2.2
Colorado,200801,20.9,25,23.7,-2.8,8.4,28,11,-2.6,33.4,25,36.4,-3
Connecticut,200801,29.7,106,25.4,4.3,20.6,104,16.3,4.3,38.8,104,34.4,4.4
Delaware,200801,36.7,98,33.3,3.4,27.8,98,24.6,3.2,45.6,97,42,3.6
Florida,200801,58.3,75,57.8,0.5,47.3,78,46.6,0.7,69.2,71,68.9,0.3
Georgia,200801,45,55,46.1,-1.1,34.2,56,35.1,-0.9,55.8,52,57.1,-1.3
Idaho,200801,19.9,29,22,-2.1,11.2,31,13.8,-2.6,28.6,31,30.2,-1.6
Illinois,200801,26.9,73,25.3,1.6,17.2,58,16.8,0.4,36.6,85,33.8,2.8
Indiana,200801,27.7,73,26.5,1.2,18.6,64,18,0.6,36.7,74,35.1,1.6
Iowa,200801,16.6,45,17.7,-1.1,7.8,52,8.4,-0.6,25.4,42,27.1,-1.7
Kansas,200801,30,68,28.6,1.4,17.9,62,17.2,0.7,42.1,75,40.1,2
Kentucky,200801,33.3,58,33.6,-0.3,23.8,58,24.2,-0.4,42.8,65,43,-0.2
Louisiana,200801,48.4,52,49.3,-0.9,38.4,57,39.1,-0.7,58.3,54,59.6,-1.3
Maine,200801,18.6,110,13.2,5.4,9,110,2.8,6.2,28.3,112,23.6,4.7
Maryland,200801,35.7,97,32.4,3.3,26.7,96,23.8,2.9,44.6,99,41.1,3.5
Massachusetts,200801,28.2,104,24.1,4.1,18.9,100,15,3.9,37.5,106,33.3,4.2
Michigan,200801,22.8,102,18.1,4.7,15.7,103,10.2,5.5,30,102,26,4
Minnesota,200801,8.5,74,6.5,2,-1.3,72,-3.6,2.3,18.2,72,16.5,1.7
Mississippi,200801,43.5,42,45.1,-1.6,33,46,34.4,-1.4,54,42,55.8,-1.8
Missouri,200801,30.8,69,29.4,1.4,20,56,19.6,0.4,41.6,82,39.2,2.4
Montana,200801,18.1,58,16.7,1.4,6.6,50,7,-0.4,29.5,74,26.4,3.1
Nebraska,200801,21.3,45,22.1,-0.8,10.3,49,10.6,-0.3,32.3,45,33.6,-1.3
Nevada,200801,27.6,32,29.9,-2.3,17.6,40,19,-1.4,37.6,21,40.9,-3.3
New Hampshire,200801,22,108,17.1,4.9,12.1,104,6.7,5.4,32,110,27.6,4.4
New Jersey,200801,34.3,106,29.6,4.7,25.6,104,21,4.6,43.1,109,38.2,4.9
New Mexico,200801,32.5,42,33.6,-1.1,18.5,42,19.8,-1.3,46.4,47,47.5,-1.1
New York,200801,25.9,109,19.8,6.1,17.7,110,11,6.7,34,106,28.7,5.3
North Carolina,200801,40.1,72,40,0.1,29.2,66,29.5,-0.3,50.9,73,50.6,0.3
North Dakota,200801,9.6,74,6.4,3.2,-1.6,66,-3.5,1.9,20.9,84,16.3,4.6
Ohio,200801,29.1,81,26.9,2.2,20.7,76,18.7,2,37.6,86,35,2.6
Oklahoma,200801,38.3,82,36.5,1.8,25.7,59,25.1,0.6,51,91,47.9,3.1
Oregon,200801,28.5,31,30.2,-1.7,20.8,32,22.9,-2.1,36.2,33,37.6,-1.4
Pennsylvania,200801,29.2,101,25.3,3.9,21.2,99,17.1,4.1,37.2,100,33.5,3.7
Rhode Island,200801,31.7,105,27.2,4.5,23,106,18.6,4.4,40.4,106,35.8,4.6
South Carolina,200801,43.9,59,44.6,-0.7,33.1,61,33.6,-0.5,54.7,53,55.6,-0.9
South Dakota,200801,16.2,62,15,1.2,4.6,57,4.2,0.4,27.9,70,25.9,2
Tennessee,200801,36.4,50,37.2,-0.8,26.3,47,27.3,-1,46.4,53,47.1,-0.7
Texas,200801,46.1,70,45.4,0.7,33.2,60,33.1,0.1,59,74,57.7,1.3
Utah,200801,22.8,34,25.3,-2.5,12.4,35,14.9,-2.5,33.2,32,35.7,-2.5
Vermont,200801,21.5,110,15.3,6.2,12.2,110,4.8,7.4,30.8,110,25.7,5.1
Virginia,200801,36,78,34.8,1.2,25.7,75,25,0.7,46.3,81,44.6,1.7
Washington,200801,27.4,38,28.4,-1,21,37,22.4,-1.4,33.7,37,34.4,-0.7
West Virginia,200801,30.8,67,30.5,0.3,21.2,65,21.2,0,40.4,70,39.9,0.5
Wisconsin,200801,14.7,73,12.4,2.3,6.1,80,3,3.1,23.2,69,21.9,1.3
Wyoming,200801,16.2,26,18.4,-2.2,5.3,25,7.9,-2.6,27.1,31,28.9,-1.8
Alabama,200712,51.6,115,46.4,5.2,40.6,114,35.4,5.2,62.6,115,57.4,5.2
Arizona,200712,39.9,38,41.5,-1.6,28.4,49,29,-0.6,51.4,30,54,-2.6
Arkansas,200712,44,94,41.5,2.5,33.9,91,31.5,2.4,54,94,51.5,2.5
California,200712,41.2,25,43.1,-1.9,31.8,32,33.2,-1.4,50.7,23,52.9,-2.2
Colorado,200712,22.4,27,25.2,-2.8,11.1,35,12.8,-1.7,33.6,19,37.6,-4
Connecticut,200712,30.2,62,29.2,1,22.7,77,20.8,1.9,37.6,53,37.7,-0.1
Delaware,200712,39.2,94,36.2,3,31.1,102,27.4,3.7,47.1,77,45,2.1
Florida,200712,64.4,118,58.8,5.6,53.4,113,47.7,5.7,75.2,119,69.9,5.3
Georgia,200712,52.9,115,47.1,5.8,41.4,111,35.9,5.5,64.4,117,58.2,6.2
Idaho,200712,23.4,49,23.9,-0.5,16.4,58,16.2,0.2,30.4,42,31.7,-1.3
Illinois,200712,30.2,59,29.4,0.8,23,70,21.4,1.6,37.4,57,37.5,-0.1
Indiana,200712,32.5,80,30.3,2.2,25.7,91,22.2,3.5,39.4,70,38.4,1
Iowa,200712,20.3,43,22.7,-2.4,13,51,14,-1,27.6,29,31.4,-3.8
Kansas,200712,29.3,27,31.5,-2.2,19.6,41,20.4,-0.8,39,23,42.7,-3.7
Kentucky,200712,40.7,107,36.2,4.5,31.8,108,27,4.8,49.7,101,45.5,4.2
Louisiana,200712,55.4,115,50.9,4.5,44.6,111,40.5,4.1,66.3,115,61.3,5
Maine,200712,18,47,18.7,-0.7,9.7,52,9.9,-0.2,26.4,44,27.5,-1.1
Maryland,200712,38.1,91,35.3,2.8,30.4,103,26.7,3.7,45.8,78,43.9,1.9
Massachusetts,200712,28.4,56,28.1,0.3,20.8,59,19.6,1.2,36.1,50,36.7,-0.6
Michigan,200712,24.1,71,23.3,0.8,17.6,73,16.3,1.3,30.6,65,30.2,0.4
Minnesota,200712,11.6,48,12.9,-1.3,3.3,50,4.1,-0.8,20,46,21.7,-1.7
Mississippi,200712,51.9,115,46.8,5.1,40.9,114,36,4.9,63,115,57.6,5.4
Missouri,200712,33.2,57,33,0.2,24.6,68,23.5,1.1,41.8,50,42.4,-0.6
Montana,200712,21.6,57,20.6,1,12,54,11.4,0.6,31.3,67,29.9,1.4
Nebraska,200712,22,27,25.3,-3.3,12,31,14.2,-2.2,31.9,23,36.4,-4.5
Nevada,200712,29.2,35,31.2,-2,19.3,51,20.1,-0.8,39.1,22,42.2,-3.1
New Hampshire,200712,21.6,48,21.7,-0.1,13.4,55,12.5,0.9,29.9,43,30.9,-1
New Jersey,200712,35.6,86,33,2.6,28.3,101,24.6,3.7,42.8,70,41.4,1.4
New Mexico,200712,35,68,34.3,0.7,22.1,85,20.5,1.6,47.9,55,48.1,-0.2
New York,200712,25.9,70,24.5,1.4,19,80,16.6,2.4,32.9,61,32.5,0.4
North Carolina,200712,47.5,116,41.5,6,36.6,114,30.8,5.8,58.3,115,52.1,6.2
North Dakota,200712,12.7,59,12.7,0,2.4,50,3.4,-1,23.1,68,22.1,1
Ohio,200712,33.1,85,30.4,2.7,26.2,94,22.7,3.5,40,81,38.1,1.9
Oklahoma,200712,38.2,42,38.9,-0.7,27.4,49,27.8,-0.4,49,37,50.1,-1.1
Oregon,200712,30.5,39,31.8,-1.3,23.7,44,24.7,-1,37.2,32,38.9,-1.7
Pennsylvania,200712,31.4,87,28.9,2.5,24.7,96,21.2,3.5,38.1,72,36.6,1.5
Rhode Island,200712,31.4,57,31,0.4,23.8,59,22.7,1.1,39,51,39.3,-0.3
South Carolina,200712,52.1,119,45.6,6.5,40.4,115,34.4,6,63.8,117,56.8,7
South Dakota,200712,19.4,54,19.7,-0.3,9,51,9.2,-0.2,29.7,54,30.1,-0.4
Tennessee,200712,44.5,113,39.2,5.3,34.6,113,29.4,5.2,54.4,111,49.1,5.3
Texas,200712,49.2,98,46.9,2.3,35.6,75,34.8,0.8,62.6,103,59,3.6
Utah,200712,24.6,30,27,-2.4,15,37,16.8,-1.8,34.2,28,37.2,-3
Vermont,200712,21.5,64,20.2,1.3,13.7,75,11.2,2.5,29.2,52,29.2,0
Virginia,200712,41.5,109,36.8,4.7,32.3,114,26.9,5.4,50.6,102,46.7,3.9
Washington,200712,30.4,46,30.6,-0.2,25.2,54,25.2,0,35.7,46,36.1,-0.4
West Virginia,200712,37.4,103,33.1,4.3,28.7,110,23.9,4.8,46.1,100,42.2,3.9
Wisconsin,200712,17.1,46,18.1,-1,9,45,10,-1,25.2,47,26.3,-1.1
Wyoming,200712,18,28,20.6,-2.6,8.4,37,10.3,-1.9,27.8,25,30.9,-3.1
Alabama,200711,53.6,67,53.5,0.1,39.9,49,40.9,-1,67.4,80,66,1.4
Arizona,200711,55.3,123,49.2,6.1,40.5,122,35.3,5.2,70.1,121,63,7.1
Arkansas,200711,52.5,95,49.9,2.6,41.3,98,38.5,2.8,63.7,90,61.2,2.5
California,200711,53.3,116,49.5,3.8,41,105,38.2,2.8,65.6,117,60.9,4.7
Colorado,200711,38,116,33.5,4.5,23,101,20.4,2.6,53.1,118,46.7,6.4
Connecticut,200711,39.9,55,40.2,-0.3,30.6,48,31,-0.4,49.2,56,49.4,-0.2
Delaware,200711,46.4,70,45.7,0.7,36.7,75,35.9,0.8,56,72,55.5,0.5
Florida,200711,64.8,68,64.3,0.5,53.1,57,53.3,-0.2,76.6,86,75.2,1.4
Georgia,200711,54,61,54.2,-0.2,40,34,41.9,-1.9,67.9,80,66.6,1.3
Idaho,200711,33.5,84,31.6,1.9,23.3,65,22.8,0.5,43.8,102,40.5,3.3
Illinois,200711,42.2,80,40.8,1.4,32,70,31.5,0.5,52.3,84,50.2,2.1
Indiana,200711,41.9,69,41.1,0.8,32.2,70,31.6,0.6,51.6,75,50.6,1
Iowa,200711,37.2,73,35.7,1.5,26.6,66,26,0.6,47.7,78,45.5,2.2
Kansas,200711,44.1,88,42,2.1,29.2,53,29.6,-0.4,59.1,109,54.5,4.6
Kentucky,200711,46,73,45.3,0.7,34.3,58,34.2,0.1,57.7,76,56.3,1.4
Louisiana,200711,59.7,87,57.4,2.3,48.7,95,45.9,2.8,70.6,85,68.9,1.7
Maine,200711,31.7,54,32.3,-0.6,24.2,56,24.4,-0.2,39.2,47,40.1,-0.9
Maryland,200711,45.6,71,44.8,0.8,36,82,35,1,55,69,54.7,0.3
Massachusetts,200711,38.7,48,39.2,-0.5,29.3,39,30.3,-1,48,56,48.2,-0.2
Michigan,200711,35.2,68,34.6,0.6,27.6,67,27.1,0.5,42.8,71,42,0.8
Minnesota,200711,30.4,81,27.9,2.5,22.3,86,19.6,2.7,38.5,79,36.3,2.2
Mississippi,200711,55.1,77,53.9,1.2,42.8,77,41.5,1.3,67.5,76,66.2,1.3
Missouri,200711,45.2,82,43.6,1.6,33.5,73,32.8,0.7,56.9,86,54.3,2.6
Montana,200711,31.6,86,29.5,2.1,20.9,71,19.7,1.2,42.3,90,39.4,2.9
Nebraska,200711,39.5,103,35.9,3.6,24.8,79,23.6,1.2,54.2,110,48.2,6
Nevada,200711,42.3,108,38.9,3.4,28.4,83,26.5,1.9,56.3,111,51.2,5.1
New Hampshire,200711,33.5,48,34.1,-0.6,25,53,25.2,-0.2,42,45,43,-1
New Jersey,200711,43.5,65,43.1,0.4,34.3,72,33.7,0.6,52.7,65,52.6,0.1
New Mexico,200711,46.1,116,42.1,4,29.8,106,27.4,2.4,62.3,116,56.8,5.5
New York,200711,35.9,50,36.3,-0.4,27.7,48,28.3,-0.6,44,54,44.4,-0.4
North Carolina,200711,49.5,65,49.3,0.2,36.8,55,37.4,-0.6,62.3,77,61.2,1.1
North Dakota,200711,29.2,88,26.4,2.8,18.7,73,17,1.7,39.6,91,35.9,3.7
Ohio,200711,42,79,40.8,1.2,32.9,78,31.6,1.3,51.1,75,49.9,1.2
Oklahoma,200711,50.9,96,48.4,2.5,37.7,86,36.3,1.4,64.2,99,60.6,3.6
Oregon,200711,39.1,82,37.7,1.4,29.3,54,29.2,0.1,49,104,46.1,2.9
Pennsylvania,200711,39.5,66,39.3,0.2,30.8,67,30.5,0.3,48.1,59,48.1,0
Rhode Island,200711,41.1,54,41.5,-0.4,31.9,41,32.8,-0.9,50.3,62,50.2,0.1
South Carolina,200711,53.6,69,53.1,0.5,39.9,56,40.7,-0.8,67.3,89,65.4,1.9
South Dakota,200711,34.9,97,31.7,3.2,22.6,86,20.6,2,47.2,98,42.8,4.4
Tennessee,200711,48.2,74,47.4,0.8,36.1,59,35.8,0.3,60.4,78,59,1.4
Texas,200711,57.6,99,54.6,3,44.8,102,42,2.8,70.4,98,67.2,3.2
Utah,200711,40.6,115,36,4.6,27.1,100,24.5,2.6,54.1,120,47.5,6.6
Vermont,200711,32.4,43,33.2,-0.8,24.5,56,24.7,-0.2,40.4,43,41.7,-1.3
Virginia,200711,46.2,71,45.5,0.7,34.6,67,34.2,0.4,57.8,74,56.8,1
Washington,200711,36.4,59,36.6,-0.2,29.2,49,30,-0.8,43.6,70,43.2,0.4
West Virginia,200711,42.9,69,42.1,0.8,32.3,77,31.3,1,53.6,68,52.8,0.8
Wisconsin,200711,32.8,73,31.6,1.2,24.6,71,23.5,1.1,40.9,71,39.7,1.2
Wyoming,200711,33.1,105,29,4.1,20.4,90,18,2.4,45.8,108,40,5.8
Alabama,200710,66.5,105,63.9,2.6,54.6,108,50.9,3.7,78.3,89,76.9,1.4
Arizona,200710,62.4,86,61,1.4,47.2,75,46.3,0.9,77.7,90,75.7,2
Arkansas,200710,64,99,61.8,2.2,52.8,109,49,3.8,75.2,76,74.6,0.6
California,200710,58.6,40,59.5,-0.9,46,52,46.2,-0.2,71.1,32,72.9,-1.8
Colorado,200710,48.3,101,46.5,1.8,33.3,92,32,1.3,63.4,94,60.9,2.5
Connecticut,200710,57.8,123,51,6.8,47.6,124,39.9,7.7,68,121,62.1,5.9
Delaware,200710,64.1,124,56.4,7.7,53.7,123,45.5,8.2,74.4,124,67.2,7.2
Florida,200710,76.2,120,72.3,3.9,67.8,123,62.1,5.7,84.6,110,82.5,2.1
